order_id,order_date,customer_age,product_category,order_value,discount_applied,payment_method,delivery_time_days,customer_rating,order_status
715,2024-09-19,42,Home & Kitchen,8361.67,No,COD,10,3.7,Cancelled
716,2024-03-25,32,Beauty,20176.11,No,UPI,1,3.8,Returned
717,2024-07-01,18,Sports,24233.59,Yes,Card,5,3.9,Cancelled
718,2024-05-15,27,Sports,7675.08,No,Wallet,4,3.2,Returned
719,2024-03-01,28,Beauty,12102.76,No,Wallet,7,3.4,Returned
720,2024-04-30,58,Electronics,13184.6,No,Card,4,3.9,Cancelled
721,2024-03-25,57,Beauty,20555.2,No,UPI,6,2.6,Delivered
722,2024-10-06,57,Home & Kitchen,7010.56,Yes,Wallet,6,4.4,Delivered
723,2024-07-23,41,Books,15345.84,Yes,COD,5,4.0,Returned
724,2024-04-30,60,Fashion,2141.86,No,Wallet,7,4.3,Delivered
725,2024-09-28,28,Beauty,16977.19,Yes,Card,7,1.5,Delivered
726,2024-05-25,48,Books,10447.26,Yes,Wallet,5,1.3,Delivered
727,2024-07-13,58,Electronics,2402.14,No,UPI,5,3.7,Delivered
728,2024-07-29,41,Sports,14668.85,Yes,COD,5,2.1,Delivered
729,2024-10-01,22,Beauty,10789.07,No,Card,2,3.1,Cancelled
730,2024-03-11,28,Beauty,9706.78,No,UPI,3,1.7,Cancelled
731,2024-11-30,46,Fashion,17509.86,Yes,UPI,9,2.7,Returned
732,2024-10-05,63,Electronics,8007.82,Yes,Card,8,1.6,Cancelled
733,2024-03-04,20,Fashion,1285.43,No,Card,2,3.2,Delivered
734,2024-05-27,59,Sports,24074.14,No,COD,1,3.5,Cancelled
735,2024-04-10,29,Home & Kitchen,20143.69,Yes,UPI,2,2.1,Delivered
736,2024-11-22,43,Home & Kitchen,6011.23,Yes,Card,4,2.8,Delivered
737,2024-09-16,54,Electronics,11349.01,No,COD,2,3.2,Cancelled
738,2024-11-15,36,Beauty,16987.44,Yes,Wallet,2,2.2,Cancelled
739,2024-06-26,22,Sports,24916.54,No,Card,4,1.9,Delivered
740,2024-11-20,53,Books,18023.09,No,COD,3,1.2,Delivered
741,2024-12-22,26,Fashion,3515.73,Yes,COD,6,4.4,Returned
742,2024-07-23,34,Books,8308.71,Yes,COD,8,1.9,Returned
743,2024-11-12,20,Sports,16946.52,No,Card,4,4.0,Returned
744,2024-05-19,43,Home & Kitchen,20058.69,Yes,UPI,7,4.0,Delivered
745,2024-10-08,28,Books,2143.54,Yes,Wallet,5,5.0,Cancelled
746,2024-12-26,61,Fashion,15663.64,No,Card,8,1.8,Delivered
747,2024-12-30,61,Fashion,1039.25,No,COD,7,1.4,Delivered
748,2024-11-19,37,Beauty,17933.27,No,Card,9,2.0,Cancelled
749,2024-07-19,22,Sports,2141.02,No,Card,1,4.1,Delivered
750,2024-06-23,62,Books,6590.1,Yes,COD,1,1.2,Returned
751,2024-11-04,41,Electronics,1653.98,Yes,UPI,5,4.0,Cancelled
752,2024-10-04,36,Home & Kitchen,3588.27,No,COD,7,1.9,Returned
753,2024-09-18,46,Electronics,5243.57,No,Card,6,1.9,Delivered
754,2024-11-05,25,Sports,644.29,Yes,Card,3,3.6,Delivered
755,2024-09-23,61,Books,5863.39,Yes,UPI,6,1.9,Delivered
756,2024-05-30,19,Sports,17671.27,Yes,Card,6,3.1,Cancelled
757,2024-04-01,28,Electronics,3027.94,No,Card,1,1.5,Delivered
758,2024-11-23,28,Beauty,18580.59,Yes,Card,10,2.3,Cancelled
759,2024-08-14,29,Beauty,6368.7,No,Wallet,7,2.6,Delivered
760,2024-06-25,31,Electronics,21760.2,Yes,COD,1,4.5,Delivered
761,2024-03-08,39,Books,19093.15,No,Card,8,2.1,Delivered
762,2024-12-14,42,Home & Kitchen,6535.52,Yes,COD,2,1.7,Returned
763,2024-04-06,47,Books,24174.85,Yes,UPI,3,1.9,Delivered
764,2024-07-09,34,Home & Kitchen,15804.3,No,Wallet,4,4.6,Delivered
765,2024-11-09,58,Beauty,23937.88,No,COD,3,2.6,Cancelled
766,2024-06-16,50,Home & Kitchen,8528.66,No,Wallet,1,1.5,Cancelled
767,2024-05-05,47,Sports,12271.35,Yes,Card,3,4.8,Cancelled
768,2024-08-12,58,Home & Kitchen,18028.98,Yes,COD,5,3.8,Cancelled
769,2024-12-06,58,Electronics,1814.66,No,Card,7,4.4,Returned
770,2024-06-20,33,Home & Kitchen,12375.38,No,UPI,8,4.9,Cancelled
771,2024-04-30,19,Books,8574.82,Yes,UPI,7,2.9,Delivered
772,2024-02-20,20,Books,18288.85,No,Wallet,6,2.6,Delivered
773,2024-12-04,33,Electronics,12341.79,Yes,Card,2,1.1,Delivered
774,2024-01-14,48,Electronics,7880.02,No,COD,9,2.8,Delivered
775,2024-02-14,26,Books,5972.38,No,COD,3,1.7,Returned
776,2024-07-30,18,Books,9277.94,No,UPI,9,1.8,Delivered
777,2024-03-23,55,Electronics,13212.03,Yes,UPI,2,4.6,Delivered
778,2024-01-21,45,Fashion,2952.7,Yes,Wallet,6,3.4,Returned
779,2024-10-05,55,Sports,20105.63,Yes,UPI,5,2.5,Cancelled
780,2024-06-08,26,Sports,10094.62,Yes,UPI,10,3.8,Delivered
781,2024-10-19,55,Home & Kitchen,21365.88,Yes,Card,6,5.0,Cancelled
782,2024-05-04,51,Electronics,18191.55,No,Card,3,4.6,Returned
783,2024-12-18,37,Fashion,24021.0,Yes,Wallet,9,2.6,Returned
784,2024-01-01,31,Beauty,21239.56,No,Card,2,2.9,Returned
785,2024-04-08,42,Books,15110.74,Yes,Card,5,2.8,Returned
786,2024-04-15,43,Fashion,21494.78,No,COD,6,2.3,Cancelled
787,2024-01-20,52,Beauty,8550.73,No,Wallet,7,1.3,Returned
788,2024-01-23,60,Electronics,5369.35,Yes,UPI,4,3.5,Delivered
789,2024-08-06,34,Books,23588.06,No,Wallet,3,3.7,Cancelled
790,2024-11-16,26,Fashion,8568.68,No,COD,9,4.8,Cancelled
791,2024-04-12,59,Beauty,7956.63,Yes,UPI,5,2.8,Returned
792,2024-05-28,60,Electronics,1682.39,No,UPI,10,2.8,Delivered
793,2024-04-08,42,Sports,8973.67,Yes,Wallet,4,4.0,Cancelled
794,2024-01-04,65,Electronics,24751.2,No,COD,4,4.3,Returned
795,2024-06-03,22,Beauty,4206.63,No,UPI,5,4.7,Returned
796,2024-01-11,28,Electronics,17881.46,Yes,COD,7,4.1,Returned
797,2024-06-01,45,Sports,3791.13,Yes,UPI,3,3.6,Returned
798,2024-03-28,54,Fashion,16912.51,No,COD,10,4.8,Cancelled
799,2024-09-01,49,Fashion,18532.94,Yes,Wallet,7,4.6,Returned
800,2024-10-30,44,Home & Kitchen,22034.48,Yes,Card,5,2.9,Delivered
801,2024-03-25,53,Fashion,14336.76,Yes,UPI,4,2.8,Cancelled
802,2024-06-27,25,Home & Kitchen,9718.33,No,Wallet,1,1.5,Cancelled
803,2024-08-27,58,Books,18999.95,No,Wallet,4,3.0,Returned
804,2024-08-03,37,Books,1645.53,Yes,COD,7,4.5,Returned
805,2024-11-12,28,Beauty,20319.61,No,Card,9,1.3,Returned
806,2024-09-21,22,Home & Kitchen,12094.44,No,Card,10,2.6,Cancelled
807,2024-12-20,28,Sports,4855.01,No,COD,9,2.1,Returned
808,2024-07-03,28,Beauty,12379.06,Yes,Wallet,6,1.7,Delivered
809,2024-11-15,52,Books,19832.68,Yes,Card,2,2.7,Delivered
810,2024-08-05,38,Sports,2300.91,No,Wallet,4,4.4,Cancelled
811,2024-12-26,50,Fashion,22774.68,Yes,Wallet,7,4.9,Returned
812,2024-03-01,40,Electronics,16910.99,Yes,Card,2,2.1,Delivered
813,2024-05-18,62,Fashion,23272.16,No,Card,7,2.9,Delivered
814,2024-11-01,38,Fashion,5118.98,No,COD,4,3.2,Cancelled
815,2024-02-21,39,Home & Kitchen,19344.62,Yes,Wallet,2,4.9,Returned
816,2024-04-04,65,Books,22935.06,No,Card,7,3.8,Cancelled
817,2024-06-04,26,Books,557.92,Yes,UPI,3,4.3,Delivered
818,2024-12-08,65,Fashion,9302.76,No,UPI,4,1.9,Returned
819,2024-05-24,41,Electronics,19256.45,Yes,COD,5,2.4,Returned
820,2024-11-01,29,Sports,22055.41,Yes,UPI,7,1.2,Delivered
821,2024-07-08,54,Electronics,6602.53,Yes,Card,4,2.6,Returned
822,2024-06-06,31,Books,13613.15,No,COD,3,4.7,Cancelled
823,2024-05-20,39,Home & Kitchen,380.54,No,Card,8,1.8,Cancelled
824,2024-02-11,57,Books,5973.15,No,Card,6,4.3,Cancelled
825,2024-11-12,65,Sports,10234.52,No,COD,7,1.6,Returned
826,2024-01-26,19,Sports,908.97,No,Wallet,5,3.6,Cancelled
827,2024-09-16,61,Fashion,16358.69,Yes,COD,7,1.3,Returned
828,2024-11-30,59,Sports,15329.93,No,Card,10,1.8,Returned
829,2024-06-17,38,Home & Kitchen,7734.47,No,UPI,2,4.8,Returned
830,2024-06-23,40,Beauty,10961.76,No,Card,5,4.6,Cancelled
831,2024-10-14,36,Books,16195.52,Yes,UPI,4,2.1,Returned
832,2024-05-13,36,Fashion,23068.36,Yes,COD,5,4.2,Cancelled
833,2024-06-12,20,Fashion,6183.05,No,UPI,6,3.4,Returned
834,2024-01-09,20,Books,17961.09,Yes,UPI,10,1.3,Cancelled
835,2024-02-05,25,Books,5589.42,Yes,UPI,3,1.7,Delivered
836,2024-02-22,36,Books,24404.11,No,Card,1,3.2,Delivered
837,2024-09-25,47,Home & Kitchen,17769.98,No,COD,1,1.8,Delivered
838,2024-02-13,48,Home & Kitchen,8651.67,Yes,COD,8,1.4,Cancelled
839,2024-11-09,33,Fashion,8825.62,No,Card,9,4.8,Delivered
840,2024-03-28,38,Fashion,20544.4,Yes,Card,10,2.7,Returned
841,2024-12-07,60,Books,22716.92,No,UPI,5,3.3,Delivered
842,2024-06-12,32,Sports,24238.82,Yes,COD,4,1.1,Cancelled
843,2024-09-15,52,Sports,3861.42,No,COD,10,4.4,Cancelled
844,2024-01-02,58,Books,23152.74,Yes,Card,3,2.1,Delivered
845,2024-11-20,54,Electronics,11577.88,No,COD,6,2.8,Delivered
846,2024-11-15,25,Home & Kitchen,5608.2,No,Wallet,4,4.4,Delivered
847,2024-11-15,60,Beauty,19391.65,Yes,COD,1,5.0,Delivered
848,2024-07-09,37,Sports,23127.16,No,UPI,7,3.4,Delivered
849,2024-03-22,21,Books,1615.02,No,UPI,1,4.3,Delivered
850,2024-02-06,50,Sports,11860.48,Yes,Wallet,9,4.4,Cancelled
851,2024-05-29,33,Home & Kitchen,11820.38,Yes,Card,5,2.5,Delivered
852,2024-06-24,23,Fashion,12225.91,Yes,COD,9,3.5,Delivered
853,2024-03-07,25,Beauty,491.52,No,Wallet,5,1.3,Delivered
854,2024-07-22,59,Sports,12445.32,No,Wallet,4,1.9,Delivered
855,2024-06-02,29,Sports,5662.03,No,Wallet,7,1.4,Cancelled
856,2024-08-13,34,Beauty,11230.73,Yes,UPI,9,3.6,Returned
857,2024-11-07,50,Electronics,11703.85,Yes,Card,10,2.9,Delivered
858,2024-02-01,60,Books,7022.07,No,Wallet,5,4.0,Cancelled
859,2024-12-01,26,Books,8385.64,Yes,COD,7,4.0,Returned
860,2024-10-25,51,Home & Kitchen,6818.77,Yes,Card,2,2.5,Delivered
861,2024-06-18,20,Books,10080.4,No,Wallet,4,2.5,Delivered
862,2024-06-30,62,Sports,16258.49,Yes,UPI,1,2.6,Returned
863,2024-09-05,31,Sports,6372.9,No,Wallet,6,3.2,Cancelled
864,2024-01-23,55,Fashion,16179.27,Yes,Wallet,4,4.8,Returned
865,2024-04-12,26,Books,10786.56,Yes,Card,1,2.3,Delivered
866,2024-12-13,53,Electronics,2089.95,No,Card,9,2.9,Cancelled
867,2024-05-23,32,Sports,16804.09,Yes,UPI,3,3.2,Cancelled
868,2024-08-17,51,Sports,17914.57,No,Wallet,6,4.7,Cancelled
869,2024-09-18,44,Electronics,4367.29,Yes,Wallet,10,2.1,Delivered
870,2024-05-13,33,Sports,14020.88,Yes,Wallet,6,4.5,Cancelled
871,2024-11-02,32,Beauty,15311.55,No,Card,10,3.2,Cancelled
872,2024-05-15,41,Books,2314.1,Yes,UPI,10,4.8,Cancelled
873,2024-10-26,31,Sports,16859.38,No,Wallet,4,1.3,Returned
874,2024-09-13,26,Books,24076.01,Yes,COD,3,3.7,Delivered
875,2024-01-19,31,Fashion,21354.03,Yes,Card,8,4.1,Delivered
876,2024-10-28,39,Beauty,5002.24,Yes,Wallet,2,3.2,Cancelled
877,2024-09-20,27,Books,12391.03,Yes,Card,4,3.4,Cancelled
878,2024-11-18,25,Home & Kitchen,20095.88,No,UPI,1,2.0,Cancelled
879,2024-10-28,61,Electronics,22473.53,Yes,Card,10,1.1,Returned
880,2024-02-23,54,Books,21108.34,Yes,Card,7,1.3,Returned
881,2024-03-26,49,Home & Kitchen,7787.81,Yes,COD,7,2.1,Delivered
882,2024-01-01,40,Fashion,13993.33,No,COD,10,2.8,Delivered
883,2024-06-11,40,Electronics,24116.11,No,COD,3,3.2,Delivered
884,2024-02-08,61,Electronics,22869.6,No,COD,2,1.5,Delivered
885,2024-11-21,26,Sports,4568.99,Yes,Card,7,4.9,Returned
886,2024-08-25,60,Sports,6810.5,Yes,COD,6,2.7,Cancelled
887,2024-07-03,27,Sports,1906.71,Yes,UPI,6,3.6,Cancelled
888,2024-08-29,34,Fashion,3137.68,Yes,Wallet,8,2.8,Returned
889,2024-01-19,47,Fashion,21133.52,No,UPI,1,2.0,Delivered
890,2024-09-28,48,Beauty,16065.97,Yes,Card,1,2.7,Returned
891,2024-02-02,55,Electronics,16814.7,Yes,COD,10,2.1,Returned
892,2024-11-03,56,Books,4250.31,No,Wallet,1,2.8,Returned
893,2024-04-23,53,Home & Kitchen,8204.24,Yes,Wallet,5,4.0,Returned
894,2024-08-19,19,Fashion,8447.96,Yes,COD,10,2.4,Returned
895,2024-04-26,45,Home & Kitchen,24561.86,Yes,Wallet,3,1.6,Delivered
896,2024-01-24,22,Home & Kitchen,3552.0,No,COD,9,3.5,Delivered
897,2024-06-16,46,Home & Kitchen,12563.8,No,UPI,10,2.5,Returned
898,2024-08-29,57,Electronics,19110.16,No,COD,9,3.3,Delivered
899,2024-05-01,58,Sports,1412.14,No,COD,10,2.9,Returned
900,2024-07-08,46,Sports,4379.69,No,Card,10,3.7,Returned
901,2024-08-17,32,Sports,4986.39,Yes,Card,6,2.5,Returned
902,2024-12-08,53,Fashion,18016.54,No,Card,10,1.2,Cancelled
903,2024-06-20,24,Sports,14733.67,No,Wallet,6,2.7,Delivered
904,2024-12-02,35,Beauty,8535.16,No,Card,9,4.9,Returned
905,2024-02-16,51,Beauty,11446.03,Yes,COD,10,2.5,Returned
906,2024-10-14,41,Electronics,20309.26,No,Wallet,4,1.9,Cancelled
907,2024-04-04,52,Beauty,9692.76,Yes,COD,3,2.9,Cancelled
908,2024-09-14,38,Home & Kitchen,4102.03,Yes,Card,5,3.0,Delivered
909,2024-05-08,20,Books,10667.66,Yes,Card,3,1.8,Cancelled
910,2024-02-27,47,Electronics,21431.69,Yes,Card,6,2.9,Returned
911,2024-09-21,18,Electronics,23132.18,Yes,Wallet,7,1.3,Cancelled
912,2024-02-18,36,Home & Kitchen,4581.67,Yes,UPI,1,4.9,Returned
913,2024-10-12,51,Fashion,12686.06,No,UPI,9,2.5,Cancelled
914,2024-12-21,22,Books,11053.49,Yes,COD,1,3.8,Cancelled
915,2024-04-27,49,Sports,8986.42,Yes,Wallet,4,1.7,Returned
916,2024-08-23,48,Books,24803.23,No,Wallet,9,2.5,Delivered
917,2024-04-09,27,Sports,14806.78,Yes,COD,2,4.5,Returned
918,2024-09-23,33,Beauty,506.84,Yes,Wallet,5,3.5,Cancelled
919,2024-01-31,62,Books,6732.02,No,Wallet,10,1.8,Returned
920,2024-10-31,21,Beauty,20699.96,Yes,Wallet,1,2.1,Delivered
921,2024-12-12,30,Fashion,23532.52,No,COD,5,3.0,Cancelled
922,2024-07-01,65,Fashion,1855.58,Yes,UPI,8,2.0,Cancelled
923,2024-07-17,19,Beauty,7384.8,No,COD,10,1.9,Delivered
924,2024-08-28,18,Books,1953.34,Yes,Card,1,1.2,Cancelled
925,2024-01-30,42,Home & Kitchen,359.1,Yes,UPI,8,2.4,Cancelled
926,2024-08-14,25,Electronics,17821.3,Yes,UPI,6,4.1,Cancelled
927,2024-05-22,46,Electronics,14131.39,No,COD,1,2.4,Delivered
928,2024-03-10,51,Electronics,19873.56,No,Wallet,5,4.7,Returned
929,2024-03-15,51,Fashion,23424.65,No,UPI,3,3.8,Returned
930,2024-06-17,24,Home & Kitchen,3454.29,Yes,Card,6,4.7,Cancelled
931,2024-07-04,20,Beauty,3444.24,No,Wallet,7,2.2,Delivered
932,2024-12-12,61,Sports,8230.7,Yes,Card,10,3.5,Delivered
933,2024-09-06,20,Home & Kitchen,5282.17,No,UPI,3,3.3,Returned
934,2024-01-14,25,Books,19127.2,Yes,Card,7,4.3,Delivered
935,2024-08-02,57,Fashion,13911.24,No,COD,3,2.7,Returned
936,2024-02-18,62,Fashion,3080.85,No,UPI,5,2.9,Returned
937,2024-04-12,18,Books,22213.52,No,Wallet,6,3.6,Cancelled
938,2024-03-09,58,Fashion,5737.01,Yes,Wallet,1,3.9,Returned
939,2024-05-01,34,Books,4889.08,Yes,Card,2,2.4,Returned
940,2024-01-16,18,Electronics,21922.81,No,Wallet,2,1.4,Cancelled
941,2024-07-21,64,Sports,6880.43,Yes,Wallet,8,2.3,Returned
942,2024-12-22,20,Beauty,23345.26,Yes,UPI,5,2.8,Delivered
943,2024-06-06,44,Fashion,21818.88,Yes,Card,4,4.7,Returned
944,2024-04-04,53,Books,24274.11,Yes,Card,4,2.9,Delivered
945,2024-05-22,45,Electronics,9017.63,Yes,UPI,2,3.3,Returned
946,2024-07-19,45,Beauty,1699.78,No,COD,3,4.4,Delivered
947,2024-08-28,30,Fashion,3626.29,Yes,COD,7,4.1,Delivered
948,2024-07-04,26,Beauty,4121.88,No,Card,9,1.4,Delivered
949,2024-12-17,55,Home & Kitchen,2502.53,No,Wallet,1,1.3,Cancelled
950,2024-06-29,43,Beauty,697.82,No,Wallet,10,3.3,Returned
951,2024-09-02,20,Sports,1174.47,Yes,Wallet,3,4.9,Delivered
952,2024-07-25,24,Books,20948.81,No,COD,10,4.1,Cancelled
953,2024-10-08,41,Fashion,11733.13,No,COD,6,2.8,Returned
954,2024-06-04,21,Sports,13640.11,Yes,COD,10,1.3,Cancelled
955,2024-01-01,34,Electronics,21126.22,Yes,Card,7,3.1,Cancelled
956,2024-09-22,62,Home & Kitchen,3629.15,Yes,UPI,7,4.8,Cancelled
957,2024-08-01,51,Books,959.18,No,COD,8,4.7,Returned
958,2024-10-15,44,Electronics,9073.47,No,Card,7,4.4,Returned
959,2024-11-17,52,Sports,13854.66,No,Wallet,9,1.2,Returned
960,2024-08-24,40,Home & Kitchen,23065.87,Yes,UPI,1,4.3,Returned
961,2024-10-17,39,Beauty,18625.75,Yes,COD,3,2.2,Delivered
962,2024-09-10,30,Electronics,11594.03,No,Wallet,2,2.1,Delivered
963,2024-12-13,65,Home & Kitchen,2694.81,No,Wallet,5,2.5,Cancelled
964,2024-06-05,60,Sports,20845.2,No,COD,5,2.0,Delivered
965,2024-11-19,29,Electronics,1546.11,Yes,Card,2,2.8,Returned
966,2024-11-28,29,Electronics,11811.74,Yes,COD,7,4.4,Returned
967,2024-05-11,30,Home & Kitchen,20348.77,No,Card,4,1.3,Delivered
968,2024-07-15,30,Sports,14896.06,Yes,Wallet,4,4.1,Delivered
969,2024-03-30,61,Sports,13005.98,No,Wallet,4,4.2,Delivered
970,2024-03-15,47,Books,3185.14,No,UPI,9,3.9,Returned
971,2024-09-25,58,Electronics,24654.13,No,Wallet,3,2.0,Returned
972,2024-10-27,30,Electronics,15387.8,No,UPI,4,3.1,Cancelled
973,2024-07-05,58,Beauty,15801.21,Yes,Wallet,10,3.0,Returned
974,2024-11-09,56,Electronics,23707.44,Yes,Wallet,2,2.7,Returned
975,2024-01-09,32,Sports,12014.54,No,UPI,9,4.8,Returned
976,2024-05-30,25,Sports,23568.98,No,UPI,6,2.4,Returned
977,2024-11-24,41,Electronics,7883.7,Yes,Wallet,4,4.3,Cancelled
978,2024-07-06,23,Electronics,12526.24,Yes,Wallet,5,1.2,Delivered
979,2024-08-29,23,Sports,5612.38,No,Card,3,1.6,Cancelled
980,2024-11-07,18,Electronics,14161.97,Yes,Card,7,2.0,Returned
981,2024-07-12,55,Home & Kitchen,11902.47,Yes,UPI,7,4.2,Delivered
982,2024-04-10,33,Books,10183.06,Yes,Wallet,6,1.9,Returned
983,2024-01-28,41,Books,9070.57,Yes,Card,7,1.5,Returned
984,2024-10-15,20,Sports,20997.87,Yes,COD,2,4.1,Delivered
985,2024-07-06,44,Beauty,11042.65,No,Wallet,8,3.2,Delivered
986,2024-07-16,64,Fashion,15116.23,Yes,Wallet,5,3.2,Cancelled
987,2024-12-11,50,Fashion,15549.02,Yes,Card,3,1.8,Cancelled
988,2024-08-28,34,Fashion,10086.55,No,COD,2,2.9,Cancelled
989,2024-04-02,54,Home & Kitchen,21617.62,No,Card,3,1.8,Returned
990,2024-05-05,23,Sports,6050.74,Yes,UPI,1,2.1,Cancelled
991,2024-12-18,38,Electronics,24760.69,No,Wallet,5,2.7,Cancelled
992,2024-09-04,65,Fashion,22323.65,Yes,Card,6,1.8,Returned
993,2024-12-09,29,Books,10327.6,Yes,COD,7,4.6,Cancelled
994,2024-09-10,28,Fashion,22520.52,Yes,Wallet,10,3.9,Returned
995,2024-11-23,21,Books,7684.27,Yes,UPI,4,2.3,Cancelled
996,2024-06-28,28,Books,18885.76,Yes,Card,10,2.4,Delivered
997,2024-08-26,63,Sports,10703.21,Yes,Wallet,6,4.2,Delivered
998,2024-05-04,44,Beauty,5688.19,Yes,Card,4,2.4,Delivered
999,2024-11-11,52,Home & Kitchen,7469.66,No,COD,2,3.4,Cancelled
1000,2024-11-15,57,Fashion,2174.21,No,Card,10,3.1,Returned
1001,2024-01-31,40,Fashion,5465.47,No,Wallet,6,3.5,Returned
1002,2024-08-18,65,Fashion,17086.04,No,Card,5,1.8,Delivered
1003,2024-05-03,50,Electronics,424.35,No,UPI,10,2.1,Returned
1004,2024-01-13,56,Beauty,17398.55,Yes,COD,2,4.1,Cancelled
1005,2024-08-05,42,Home & Kitchen,10491.56,Yes,Wallet,4,1.4,Cancelled
1006,2024-06-09,30,Sports,21173.7,Yes,Wallet,2,4.1,Returned
1007,2024-08-27,18,Beauty,23343.24,Yes,Wallet,6,1.4,Delivered
1008,2024-03-20,39,Electronics,2394.39,Yes,Card,4,3.8,Delivered
1009,2024-12-31,60,Books,14726.56,No,Card,8,1.4,Cancelled
1010,2024-10-26,35,Books,8799.4,Yes,COD,3,1.1,Delivered
1011,2024-06-20,44,Books,7992.42,Yes,Wallet,5,1.2,Delivered
1012,2024-07-09,19,Beauty,3835.26,No,COD,1,2.8,Returned
1013,2024-08-26,55,Home & Kitchen,24599.86,No,COD,5,2.4,Delivered
1014,2024-01-28,56,Electronics,6819.51,No,Card,7,3.0,Cancelled
1015,2024-03-24,23,Sports,16948.66,Yes,Wallet,9,4.6,Cancelled
1016,2024-09-26,59,Electronics,10312.78,No,Card,7,2.2,Delivered
1017,2024-04-13,36,Sports,3367.09,Yes,COD,3,1.7,Cancelled
1018,2024-08-19,45,Beauty,15040.9,Yes,Card,6,2.6,Cancelled
1019,2024-08-04,44,Electronics,23169.06,Yes,Card,3,4.4,Returned
1020,2024-10-29,22,Electronics,3961.19,No,Card,10,1.1,Returned
1021,2024-03-30,45,Books,18549.57,No,UPI,3,2.0,Returned
1022,2024-03-14,48,Sports,12513.92,No,COD,5,3.7,Delivered
1023,2024-09-21,43,Electronics,15755.43,Yes,Card,7,3.1,Delivered
1024,2024-04-14,57,Books,1229.36,No,Card,2,5.0,Cancelled
1025,2024-12-10,19,Fashion,19779.16,No,Card,3,2.8,Delivered
1026,2024-05-19,52,Home & Kitchen,4508.75,No,Wallet,9,3.5,Cancelled
1027,2024-06-01,50,Beauty,17339.16,No,COD,8,4.0,Returned
1028,2024-12-12,55,Fashion,15392.23,Yes,UPI,2,5.0,Returned
1029,2024-06-24,33,Books,13069.16,No,UPI,7,3.9,Delivered
1030,2024-12-04,58,Sports,15863.69,No,Wallet,4,4.4,Cancelled
1031,2024-07-20,35,Home & Kitchen,17205.25,Yes,Card,3,1.2,Cancelled
1032,2024-02-03,20,Books,3986.36,No,Card,7,3.7,Delivered
1033,2024-12-03,58,Home & Kitchen,12475.1,No,COD,3,2.8,Returned
1034,2024-12-15,54,Sports,23189.52,Yes,Card,2,4.8,Delivered
1035,2024-04-14,51,Electronics,8618.46,No,Card,4,3.3,Cancelled
1036,2024-06-10,30,Home & Kitchen,2732.03,Yes,UPI,8,3.2,Cancelled
1037,2024-11-10,18,Fashion,8216.89,No,Card,9,4.6,Cancelled
1038,2024-08-03,43,Beauty,20315.19,No,UPI,9,1.3,Returned
1039,2024-11-12,28,Sports,20333.2,No,UPI,3,2.7,Delivered
1040,2024-09-25,56,Books,14369.97,No,Wallet,7,4.8,Delivered
1041,2024-09-12,63,Books,2782.21,No,UPI,8,3.6,Cancelled
1042,2024-12-15,53,Fashion,6978.78,No,Wallet,4,3.1,Cancelled
1043,2024-04-09,47,Home & Kitchen,18097.9,Yes,Wallet,7,1.3,Cancelled
1044,2024-12-04,27,Books,3201.39,Yes,Card,7,4.3,Delivered
1045,2024-04-22,44,Home & Kitchen,16619.18,No,UPI,5,4.3,Delivered
1046,2024-01-10,32,Sports,13261.22,No,UPI,4,2.4,Delivered
1047,2024-09-29,39,Books,20065.84,No,UPI,4,2.1,Cancelled
1048,2024-07-10,22,Books,21322.78,No,Wallet,4,4.4,Cancelled
1049,2024-09-30,31,Books,4440.76,No,Card,4,3.6,Cancelled
1050,2024-07-03,56,Electronics,10849.56,No,COD,2,2.3,Cancelled
1051,2024-04-19,40,Sports,15755.04,No,COD,2,3.8,Delivered
1052,2024-06-21,47,Electronics,22656.38,Yes,COD,2,1.6,Returned
1053,2024-02-04,23,Home & Kitchen,14729.09,No,UPI,9,5.0,Returned
1054,2024-01-08,36,Home & Kitchen,19643.18,No,Wallet,3,1.1,Returned
1055,2024-08-18,60,Electronics,9500.86,Yes,Wallet,9,2.0,Cancelled
1056,2024-06-28,40,Beauty,9558.35,No,UPI,8,4.9,Delivered
1057,2024-10-09,48,Beauty,13012.91,No,Wallet,5,1.3,Cancelled
1058,2024-02-29,62,Beauty,24223.04,No,COD,1,2.9,Cancelled
1059,2024-10-28,21,Fashion,20479.64,Yes,UPI,10,3.0,Delivered
1060,2024-09-21,33,Home & Kitchen,2540.85,Yes,UPI,6,1.5,Returned
1061,2024-11-23,50,Beauty,19120.3,No,UPI,4,2.2,Cancelled
1062,2024-06-24,56,Beauty,22382.93,Yes,Card,10,3.1,Returned
1063,2024-01-25,29,Beauty,3270.41,No,COD,4,1.4,Delivered
1064,2024-02-10,39,Beauty,14076.09,Yes,COD,3,4.7,Returned
1065,2024-09-30,42,Books,979.4,Yes,Wallet,4,2.1,Cancelled
1066,2024-09-22,65,Fashion,12701.07,No,UPI,6,1.9,Cancelled
1067,2024-04-14,61,Sports,10475.38,Yes,Wallet,5,2.3,Cancelled
1068,2024-10-29,19,Books,21381.9,No,COD,5,2.3,Delivered
1069,2024-08-27,54,Electronics,2547.67,Yes,COD,7,3.3,Cancelled
1070,2024-08-31,23,Home & Kitchen,20680.3,Yes,Wallet,3,2.0,Delivered
1071,2024-07-04,32,Sports,22072.88,No,UPI,10,1.3,Cancelled
1072,2024-04-22,24,Home & Kitchen,10513.68,Yes,COD,10,4.8,Delivered
